fi1_xvid ,8164
fi2_xvid ,5805
fi3_xvid ,28696
fi407_xvid ,28696
fi5_xvid ,13082
fi211_xvid ,27604
fi6_xvid ,27604
fi8_xvid ,26500
fi369_xvid ,26500
fi10_xvid ,15864
fi11_xvid ,8154
fi13_xvid ,5761
fi15_xvid ,1995
fi16_xvid ,39992
fi470_xvid ,39992
fi18_xvid ,3687
fi20_xvid ,3303
fi22_xvid ,2130
fi24_xvid ,39828
fi324_xvid ,39828
fi28_xvid ,3356
fi29_xvid ,16844
fi31_xvid ,30973
fi260_xvid ,30973
fi32_xvid ,19328
fi23_xvid ,19328
fi34_xvid ,4601
fi33_xvid ,5689
fi36_xvid ,4772
fi35_xvid ,4773
fi37_xvid ,3273
fi39_xvid ,24544
fi196_xvid ,24544
fi38_xvid ,5686
fi42_xvid ,5404
fi94_xvid ,19764
fi44_xvid ,13180
fi43_xvid ,19764
fi45_xvid ,26249
fi310_xvid ,26249
fi311_xvid ,29303
fi46_xvid ,4290
fi47_xvid ,29303
fi48_xvid ,15149
fi49_xvid ,4280
fi51_xvid ,4083
fi52_xvid ,5338
fi54_xvid ,34803
fi53_xvid ,3037
fi133_xvid ,34803
fi55_xvid ,17079
fi57_xvid ,10545
fi56_xvid ,3890
fi58_xvid ,14947
fi59_xvid ,4713
fi60_xvid ,3724
fi61_xvid ,9134
fi62_xvid ,10123
fi63_xvid ,6070
fi64_xvid ,6374
fi66_xvid ,4261
fi69_xvid ,11896
fi71_xvid ,3726
fi70_xvid ,1841
fi72_xvid ,2122
fi74_xvid ,6254
fi75_xvid ,3496
fi77_xvid ,4186
fi79_xvid ,11294
fi80_xvid ,2721
fi81_xvid ,2915
fi429_xvid ,28693
fi84_xvid ,28693
fi85_xvid ,31726
fi351_xvid ,31726
fi86_xvid ,42696
fi180_xvid ,30514
fi87_xvid ,30514
fi476_xvid ,42696
fi88_xvid ,5435
fi89_xvid ,10807
fi91_xvid ,4121
fi93_xvid ,2797
fi92_xvid ,2865
fi97_xvid ,9215
fi96_xvid ,3001
fi98_xvid ,2536
fi99_xvid ,4269
fi100_xvid ,3842
fi101_xvid ,4796
fi102_xvid ,3137
fi103_xvid ,6789
fi104_xvid ,9873
fi105_xvid ,6916
fi106_xvid ,4535
fi107_xvid ,5878
fi108_xvid ,8369
fi109_xvid ,14864
fi111_xvid ,6148
fi110_xvid ,10937
fi112_xvid ,7518
fi113_xvid ,6491
fi115_xvid ,2284
fi114_xvid ,4936
fi117_xvid ,5069
fi116_xvid ,6324
fi118_xvid ,8787
fi119_xvid ,6174
fi121_xvid ,4406
fi120_xvid ,1832
fi122_xvid ,3898
fi123_xvid ,4408
fi124_xvid ,3261
fi126_xvid ,8414
fi128_xvid ,7489
fi127_xvid ,8181
fi129_xvid ,2986
fi130_xvid ,30779
fi131_xvid ,14829
fi184_xvid ,30779
fi327_xvid ,42613
fi132_xvid ,42613
fi134_xvid ,3416
fi135_xvid ,31377
fi359_xvid ,31377
fi136_xvid ,23363
fi17_xvid ,23363
fi137_xvid ,13785
fi139_xvid ,17610
fi138_xvid ,16153
fi26_xvid ,17610
fi140_xvid ,11928
fi141_xvid ,2788
fi142_xvid ,2852
fi143_xvid ,23066
fi41_xvid ,23066
fi144_xvid ,16811
fi65_xvid ,20354
fi146_xvid ,20354
fi147_xvid ,2039
fi148_xvid ,2954
fi149_xvid ,9266
fi150_xvid ,2554
fi151_xvid ,16283
